dataflow,last update,freq,unit,age,geo,time,obs_value,obs_flag,conf_status,time frequency,unit of measure,statistical classification of economic activities in the european community (nace rev. 2),geopolitical entity (reporting),value
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,12.1
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,23.6
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,17.7
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,22.8
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,30.9
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,17.3
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Greece,21.5
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,18.1
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,17.3
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,5.1
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,22.0
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,13.6
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,22.6
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,10.2
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,16.3
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Malta,7.8
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Netherlands,19.3
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,25.5
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Poland,14.9
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Portugal,8.5
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Romania,12.5
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Slovenia,5.0
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Slovakia,23.6
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,20.2
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Sweden,17.8
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,24.0
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Norway,15.6
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Albania,
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",European Union - 27 countries (2007-2013),
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Montenegro,
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",North Macedonia,
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Serbia,
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",TÃ¼rkiye,
,,,,,,2007,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",United Kingdom,20.8
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",European Union - 27 countries (from 2020),
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area â€“ 21 countries (from 2026),
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area â€“ 20 countries (2023-2025),
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,10.2
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,12.3
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,26.2
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,17.1
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,22.8
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,27.6
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,12.6
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Greece,22.0
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,16.1
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,16.9
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,4.9
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,19.5
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,11.8
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,21.6
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,9.7
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,17.5
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Malta,9.2
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Netherlands,18.9
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,25.1
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Poland,11.4
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Portugal,9.2
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Romania,8.5
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Slovenia,4.1
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Slovakia,20.9
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,20.5
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Sweden,16.9
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,20.7
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Norway,17.0
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,18.4
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Albania,
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",European Union - 27 countries (2007-2013),
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Montenegro,
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",North Macedonia,
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Serbia,
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",TÃ¼rkiye,
,,,,,,2008,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",United Kingdom,21.4
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",European Union - 27 countries (from 2020),
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area â€“ 21 countries (from 2026),
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area â€“ 20 countries (2023-2025),
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,10.1
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,13.3
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,25.9
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,16.8
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,22.6
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,26.6
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,12.6
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Greece,
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,16.7
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,15.2
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,5.5
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,17.8
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,13.1
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,15.3
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,9.2
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,17.1
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Malta,7.7
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Netherlands,18.5
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,24.3
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Poland,8.0
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Portugal,10.0
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Romania,7.4
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Slovenia,-0.9
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Slovakia,21.9
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,20.8
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Sweden,15.7
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,18.0
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Norway,16.5
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,18.4
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Albania,
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",European Union - 27 countries (2007-2013),
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Montenegro,
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",North Macedonia,
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Serbia,
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",TÃ¼rkiye,
,,,,,,2009,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",United Kingdom,20.6
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",European Union - 27 countries (from 2020),15.8
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area â€“ 21 countries (from 2026),
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area â€“ 20 countries (2023-2025),16.9
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,10.2
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,13.0
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,21.6
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,17.1
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,22.3
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,27.7
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,13.9
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Greece,15.0
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,16.2
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,15.6
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,5.7
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,5.3
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,16.8
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,15.5
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,11.9
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,8.7
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,17.6
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Malta,7.2
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Netherlands,17.8
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,24.0
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Poland,4.5
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Portugal,12.8
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Romania,8.8
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Slovenia,0.9
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Slovakia,19.6
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,20.3
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Sweden,15.4
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,17.7
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Norway,16.1
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,17.8
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Albania,
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),17.0
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",European Union - 27 countries (2007-2013),
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Montenegro,
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",North Macedonia,
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Serbia,
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",TÃ¼rkiye,
,,,,,,2010,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",United Kingdom,23.3
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",European Union - 27 countries (from 2020),16.2
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area â€“ 21 countries (from 2026),
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area â€“ 20 countries (2023-2025),17.2
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,9.4
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,13.2
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,22.6
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,16.4
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,22.4
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,27.3
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,12.7
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Greece,
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,17.6
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,15.7
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,5.7
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,16.1
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,14.1
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,11.5
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,7.9
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,18.0
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Malta,7.7
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Netherlands,18.8
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,23.5
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Poland,5.5
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Portugal,12.9
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Romania,9.6
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Slovenia,3.3
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Slovakia,20.1
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,19.1
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Sweden,15.6
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,17.8
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Norway,15.7
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,17.6
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Albania,
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),17.3
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",European Union - 27 countries (2007-2013),
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Montenegro,
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",North Macedonia,
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Serbia,
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",TÃ¼rkiye,
,,,,,,2011,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",United Kingdom,21.8
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",European Union - 27 countries (from 2020),16.4
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area â€“ 21 countries (from 2026),
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area â€“ 20 countries (2023-2025),17.4
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Belgium,8.3
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Bulgaria,15.1
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Czechia,22.5
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Denmark,16.8
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Germany,22.7
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Estonia,29.9
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Ireland,12.2
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Greece,
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Spain,18.7
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",France,15.6
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Croatia,
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Italy,6.5
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Cyprus,15.6
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Latvia,14.9
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Lithuania,11.9
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Luxembourg,7.0
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Hungary,20.1
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Malta,9.5
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Netherlands,18.0
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Austria,22.9
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Poland,6.4
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Portugal,15.0
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Romania,6.9
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Slovenia,4.5
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Slovakia,20.8
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Finland,19.2
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Sweden,15.5
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Iceland,17.7
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Norway,14.7
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Switzerland,17.4
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Albania,
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area - 19 countries  (2015-2022),17.6
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",European Union - 27 countries (2007-2013),
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Montenegro,
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",North Macedonia,
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Serbia,
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",TÃ¼rkiye,
,,,,,,2012,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",United Kingdom,22.6
,,,,,,2013,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",European Union - 27 countries (from 2020),16.0
,,,,,,2013,,,,Annual,Percentage,"Industry, construction and services (except public administration, defense, compulsory social security)",Euro area â€“ 21 countries (from 2026),
